S. No.,INSTITUTE NAME,INSTITUTE TYPE,FW,BRANCH,NATIONALPLAYER,OPENING JEE COMMON RANK,CLOSING JEE COMMON RANK,ALLOTTED CATEGORY,DOMICILE,TOTAL ALLOTTED
1705,"UJJAIN ENGINEERING COLLEGE (FORMERLY GOVT. ENGG.
COLLEGE ESTB. IN 1966)",GOVT,Y,CHEM,,335490,351290,FW/OP,Y,3
1706,"UJJAIN ENGINEERING COLLEGE (FORMERLY GOVT. ENGG.
COLLEGE ESTB. IN 1966)",GOVT,N,CHEM,,867971,877112,OBC/X/F,Y,2
1707,"UJJAIN ENGINEERING COLLEGE (FORMERLY GOVT. ENGG.
COLLEGE ESTB. IN 1966)",GOVT,N,CHEM,,831666,1254542,OBC/X/OP,Y,31
1708,"UJJAIN ENGINEERING COLLEGE (FORMERLY GOVT. ENGG.
COLLEGE ESTB. IN 1966)",GOVT,N,CHEM,,1237427,1237427,SC/X/F,Y,1
1709,"UJJAIN ENGINEERING COLLEGE (FORMERLY GOVT. ENGG.
COLLEGE ESTB. IN 1966)",GOVT,N,CHEM,,940867,1212377,SC/X/OP,Y,2
1710,"UJJAIN ENGINEERING COLLEGE (FORMERLY GOVT. ENGG.
COLLEGE ESTB. IN 1966)",GOVT,N,CHEM,,254203,547200,UR/X/F,Y,7
1711,"UJJAIN ENGINEERING COLLEGE (FORMERLY GOVT. ENGG.
COLLEGE ESTB. IN 1966)",GOVT,N,CHEM,,193441,243195,UR/X/OP,AI,3
1712,"UJJAIN ENGINEERING COLLEGE (FORMERLY GOVT. ENGG.
COLLEGE ESTB. IN 1966)",GOVT,N,CHEM,,380080,824685,UR/X/OP,Y,22
1713,"UJJAIN ENGINEERING COLLEGE (FORMERLY GOVT. ENGG.
COLLEGE ESTB. IN 1966)",GOVT,N,CSE,,100866,128110,EWS,Y,7
1714,"UJJAIN ENGINEERING COLLEGE (FORMERLY GOVT. ENGG.
COLLEGE ESTB. IN 1966)",GOVT,Y,CSE,,66557,94962,FW/OP,Y,3
1715,"UJJAIN ENGINEERING COLLEGE (FORMERLY GOVT. ENGG.
COLLEGE ESTB. IN 1966)",GOVT,N,CSE,,526585,526585,JKM,N,1
1716,"UJJAIN ENGINEERING COLLEGE (FORMERLY GOVT. ENGG.
COLLEGE ESTB. IN 1966)",GOVT,N,CSE,,162344,169745,OBC/X/F,Y,2
1717,"UJJAIN ENGINEERING COLLEGE (FORMERLY GOVT. ENGG.
COLLEGE ESTB. IN 1966)",GOVT,N,CSE,,144292,153368,OBC/X/OP,Y,8
1718,"UJJAIN ENGINEERING COLLEGE (FORMERLY GOVT. ENGG.
COLLEGE ESTB. IN 1966)",GOVT,N,CSE,,206500,279404,SC/X/F,Y,2
1719,"UJJAIN ENGINEERING COLLEGE (FORMERLY GOVT. ENGG.
COLLEGE ESTB. IN 1966)",GOVT,N,CSE,,281716,461200,SC/X/OP,Y,12
1720,"UJJAIN ENGINEERING COLLEGE (FORMERLY GOVT. ENGG.
COLLEGE ESTB. IN 1966)",GOVT,N,CSE,,1083452,1357304,ST/X/F,Y,3
1721,"UJJAIN ENGINEERING COLLEGE (FORMERLY GOVT. ENGG.
COLLEGE ESTB. IN 1966)",GOVT,N,CSE,,546914,1432665,ST/X/OP,Y,9
1722,"UJJAIN ENGINEERING COLLEGE (FORMERLY GOVT. ENGG.
COLLEGE ESTB. IN 1966)",GOVT,N,CSE,,366272,511939,UR/S/OP,Y,2
1723,"UJJAIN ENGINEERING COLLEGE (FORMERLY GOVT. ENGG.
COLLEGE ESTB. IN 1966)",GOVT,N,CSE,,109022,135953,UR/X/F,Y,6
1724,"UJJAIN ENGINEERING COLLEGE (FORMERLY GOVT. ENGG.
COLLEGE ESTB. IN 1966)",GOVT,N,CSE,,88923,92251,UR/X/OP,AI,3
1725,"UJJAIN ENGINEERING COLLEGE (FORMERLY GOVT. ENGG.
COLLEGE ESTB. IN 1966)",GOVT,N,CSE,,95641,143896,UR/X/OP,Y,20
1726,"UJJAIN ENGINEERING COLLEGE (FORMERLY GOVT. ENGG.
COLLEGE ESTB. IN 1966)",GOVT,N,EC,,163093,231982,EWS,Y,7
1727,"UJJAIN ENGINEERING COLLEGE (FORMERLY GOVT. ENGG.
COLLEGE ESTB. IN 1966)",GOVT,Y,EC,,158469,167740,FW/OP,Y,2
1728,"UJJAIN ENGINEERING COLLEGE (FORMERLY GOVT. ENGG.
COLLEGE ESTB. IN 1966)",GOVT,Y,EC,"MERIT AFTER
10%
WEIGHTAGE",275575,275575,FW/OP,Y,1
1729,"UJJAIN ENGINEERING COLLEGE (FORMERLY GOVT. ENGG.
COLLEGE ESTB. IN 1966)",GOVT,N,EC,,558323,558323,JKM,N,1
1730,"UJJAIN ENGINEERING COLLEGE (FORMERLY GOVT. ENGG.
COLLEGE ESTB. IN 1966)",GOVT,N,EC,,242488,247035,OBC/X/F,Y,2
1731,"UJJAIN ENGINEERING COLLEGE (FORMERLY GOVT. ENGG.
COLLEGE ESTB. IN 1966)",GOVT,N,EC,,243567,270740,OBC/X/OP,Y,8
1732,"UJJAIN ENGINEERING COLLEGE (FORMERLY GOVT. ENGG.
COLLEGE ESTB. IN 1966)",GOVT,N,EC,,436402,613130,SC/X/F,Y,3
1733,"UJJAIN ENGINEERING COLLEGE (FORMERLY GOVT. ENGG.
COLLEGE ESTB. IN 1966)",GOVT,N,EC,,610029,1253868,SC/X/OP,Y,22
1734,"UJJAIN ENGINEERING COLLEGE (FORMERLY GOVT. ENGG.
COLLEGE ESTB. IN 1966)",GOVT,N,EC,,1308918,1308918,ST/X/OP,Y,1
1735,"UJJAIN ENGINEERING COLLEGE (FORMERLY GOVT. ENGG.
COLLEGE ESTB. IN 1966)",GOVT,N,EC,,162629,236502,UR/X/F,Y,7
1736,"UJJAIN ENGINEERING COLLEGE (FORMERLY GOVT. ENGG.
COLLEGE ESTB. IN 1966)",GOVT,N,EC,,96154,109427,UR/X/OP,AI,3
1737,"UJJAIN ENGINEERING COLLEGE (FORMERLY GOVT. ENGG.
COLLEGE ESTB. IN 1966)",GOVT,N,EC,,160265,239925,UR/X/OP,Y,21
1738,"UJJAIN ENGINEERING COLLEGE (FORMERLY GOVT. ENGG.
COLLEGE ESTB. IN 1966)",GOVT,N,EE,,186334,391801,EWS,Y,7
1739,"UJJAIN ENGINEERING COLLEGE (FORMERLY GOVT. ENGG.
COLLEGE ESTB. IN 1966)",GOVT,Y,EE,,217535,271888,FW/OP,Y,3
1740,"UJJAIN ENGINEERING COLLEGE (FORMERLY GOVT. ENGG.
COLLEGE ESTB. IN 1966)",GOVT,N,EE,,393840,438246,OBC/X/F,Y,2
1741,"UJJAIN ENGINEERING COLLEGE (FORMERLY GOVT. ENGG.
COLLEGE ESTB. IN 1966)",GOVT,N,EE,,395992,582770,OBC/X/OP,Y,24
1742,"UJJAIN ENGINEERING COLLEGE (FORMERLY GOVT. ENGG.
COLLEGE ESTB. IN 1966)",GOVT,N,EE,,752942,974349,SC/X/F,Y,2
1743,"UJJAIN ENGINEERING COLLEGE (FORMERLY GOVT. ENGG.
COLLEGE ESTB. IN 1966)",GOVT,N,EE,,523543,1403513,SC/X/OP,Y,7
1744,"UJJAIN ENGINEERING COLLEGE (FORMERLY GOVT. ENGG.
COLLEGE ESTB. IN 1966)",GOVT,N,EE,,196491,366425,UR/X/F,Y,7
1745,"UJJAIN ENGINEERING COLLEGE (FORMERLY GOVT. ENGG.
COLLEGE ESTB. IN 1966)",GOVT,N,EE,,138085,170209,UR/X/OP,AI,3
1746,"UJJAIN ENGINEERING COLLEGE (FORMERLY GOVT. ENGG.
COLLEGE ESTB. IN 1966)",GOVT,N,EE,,193232,389865,UR/X/OP,Y,23
1747,"UJJAIN ENGINEERING COLLEGE (FORMERLY GOVT. ENGG.
COLLEGE ESTB. IN 1966)",GOVT,N,MECH,,407971,575178,EWS,Y,7
1748,"UJJAIN ENGINEERING COLLEGE (FORMERLY GOVT. ENGG.
COLLEGE ESTB. IN 1966)",GOVT,Y,MECH,,333899,382598,FW/OP,Y,3
1749,"UJJAIN ENGINEERING COLLEGE (FORMERLY GOVT. ENGG.
COLLEGE ESTB. IN 1966)",GOVT,N,MECH,,662784,668215,OBC/X/F,Y,2
1750,"UJJAIN ENGINEERING COLLEGE (FORMERLY GOVT. ENGG.
COLLEGE ESTB. IN 1966)",GOVT,N,MECH,,631579,865032,OBC/X/OP,Y,24
1751,"UJJAIN ENGINEERING COLLEGE (FORMERLY GOVT. ENGG.
COLLEGE ESTB. IN 1966)",GOVT,N,MECH,,1017489,1422317,SC/X/F,Y,2
1752,"UJJAIN ENGINEERING COLLEGE (FORMERLY GOVT. ENGG.
COLLEGE ESTB. IN 1966)",GOVT,N,MECH,,698918,1328442,SC/X/OP,Y,7
1753,"UJJAIN ENGINEERING COLLEGE (FORMERLY GOVT. ENGG.
COLLEGE ESTB. IN 1966)",GOVT,N,MECH,,965141,965141,ST/X/F,Y,1
1754,"UJJAIN ENGINEERING COLLEGE (FORMERLY GOVT. ENGG.
COLLEGE ESTB. IN 1966)",GOVT,N,MECH,,340002,613906,UR/X/F,Y,7
1755,"UJJAIN ENGINEERING COLLEGE (FORMERLY GOVT. ENGG.
COLLEGE ESTB. IN 1966)",GOVT,N,MECH,,68448,203711,UR/X/OP,AI,3
1756,"UJJAIN ENGINEERING COLLEGE (FORMERLY GOVT. ENGG.
COLLEGE ESTB. IN 1966)",GOVT,N,MECH,,299604,630026,UR/X/OP,Y,22
1757,"University Institute of Technology Barkatullah University, Bhopal
(1997)",S.F.I.,N,CE,,479930,788682,EWS,Y,7
1758,"University Institute of Technology Barkatullah University, Bhopal
(1997)",S.F.I.,N,CE,,365134,688838,UR/X/F,Y,8
1759,"University Institute of Technology Barkatullah University, Bhopal
(1997)",S.F.I.,N,CE,,190075,227425,UR/X/OP,AI,3
1760,"University Institute of Technology Barkatullah University, Bhopal
(1997)",S.F.I.,N,CE,,257675,1375788,UR/X/OP,Y,40
1761,"University Institute of Technology Barkatullah University, Bhopal
(1997)",S.F.I.,N,CSE,,215995,361603,EWS,Y,15
1762,"University Institute of Technology Barkatullah University, Bhopal
(1997)",S.F.I.,Y,CSE,,106656,177565,FW/OP,Y,6
1763,"University Institute of Technology Barkatullah University, Bhopal
(1997)",S.F.I.,N,CSE,,1043023,1043023,JKM,N,1
1764,"University Institute of Technology Barkatullah University, Bhopal
(1997)",S.F.I.,N,CSE,,306878,333538,OBC/X/F,Y,5
1765,"University Institute of Technology Barkatullah University, Bhopal
(1997)",S.F.I.,N,CSE,,308261,361946,OBC/X/OP,Y,15
1766,"University Institute of Technology Barkatullah University, Bhopal
(1997)",S.F.I.,N,CSE,,486576,847504,SC/X/F,Y,7
1767,"University Institute of Technology Barkatullah University, Bhopal
(1997)",S.F.I.,N,CSE,,544362,1409185,SC/X/OP,Y,40
1768,"University Institute of Technology Barkatullah University, Bhopal
(1997)",S.F.I.,N,CSE,,614603,1063683,ST/X/F,Y,3
1769,"University Institute of Technology Barkatullah University, Bhopal
(1997)",S.F.I.,N,CSE,,911421,1007054,ST/X/OP,Y,2
1770,"University Institute of Technology Barkatullah University, Bhopal
(1997)",S.F.I.,N,CSE,,66625,270116,UR/X/F,Y,16
1771,"University Institute of Technology Barkatullah University, Bhopal
(1997)",S.F.I.,N,CSE,,99740,115298,UR/X/OP,AI,6
1772,"University Institute of Technology Barkatullah University, Bhopal
(1997)",S.F.I.,N,CSE,,59650,304031,UR/X/OP,Y,41
1773,"University Institute of Technology Barkatullah University, Bhopal
(1997)",S.F.I.,N,EC,,312871,640968,EWS,Y,7
1774,"University Institute of Technology Barkatullah University, Bhopal
(1997)",S.F.I.,N,EC,,851738,1044084,OBC/X/F,Y,3
1775,"University Institute of Technology Barkatullah University, Bhopal
(1997)",S.F.I.,N,EC,,798096,1457864,OBC/X/OP,Y,21
1776,"University Institute of Technology Barkatullah University, Bhopal
(1997)",S.F.I.,N,EC,,1098939,1098939,SC/X/OP,Y,1
1777,"University Institute of Technology Barkatullah University, Bhopal
(1997)",S.F.I.,N,EC,,1193302,1193302,ST/X/OP,Y,1
1778,"University Institute of Technology Barkatullah University, Bhopal
(1997)",S.F.I.,N,EC,,331092,701155,UR/X/F,Y,9
1779,"University Institute of Technology Barkatullah University, Bhopal
(1997)",S.F.I.,N,EC,,164345,181663,UR/X/OP,AI,3
1780,"University Institute of Technology Barkatullah University, Bhopal
(1997)",S.F.I.,N,EC,,277730,781358,UR/X/OP,Y,30
1781,"University Institute of Technology Barkatullah University, Bhopal
(1997)",S.F.I.,N,ELECT ELEX,,524692,967378,EWS,Y,3
1782,"University Institute of Technology Barkatullah University, Bhopal
(1997)",S.F.I.,N,ELECT ELEX,,1288616,1393446,OBC/X/F,Y,2
1783,"University Institute of Technology Barkatullah University, Bhopal
(1997)",S.F.I.,N,ELECT ELEX,,1271766,1421473,OBC/X/OP,Y,3
1784,"University Institute of Technology Barkatullah University, Bhopal
(1997)",S.F.I.,N,ELECT ELEX,,1438365,1438365,SC/X/F,Y,1
1785,"University Institute of Technology Barkatullah University, Bhopal
(1997)",S.F.I.,N,ELECT ELEX,,552405,1009629,UR/X/F,Y,4
1786,"University Institute of Technology Barkatullah University, Bhopal
(1997)",S.F.I.,N,ELECT ELEX,,168693,182837,UR/X/OP,AI,2
1787,"University Institute of Technology Barkatullah University, Bhopal
(1997)",S.F.I.,N,ELECT ELEX,,221722,1206388,UR/X/OP,Y,22
1788,"University Institute of Technology Barkatullah University, Bhopal
(1997)",S.F.I.,N,IT,,205842,475224,EWS,Y,15
1789,"University Institute of Technology Barkatullah University, Bhopal
(1997)",S.F.I.,Y,IT,,237364,298122,FW/OP,Y,6
1790,"University Institute of Technology Barkatullah University, Bhopal
(1997)",S.F.I.,N,IT,,517946,553175,OBC/X/F,Y,6
1791,"University Institute of Technology Barkatullah University, Bhopal
(1997)",S.F.I.,N,IT,,528424,805999,OBC/X/OP,Y,59
1792,"University Institute of Technology Barkatullah University, Bhopal
(1997)",S.F.I.,N,IT,,1427607,1427607,SC/X/F,Y,1
1793,"University Institute of Technology Barkatullah University, Bhopal
(1997)",S.F.I.,N,IT,,572913,1464326,SC/X/OP,Y,5
1794,"University Institute of Technology Barkatullah University, Bhopal
(1997)",S.F.I.,N,IT,,1193629,1193629,ST/X/F,Y,1
1795,"University Institute of Technology Barkatullah University, Bhopal
(1997)",S.F.I.,N,IT,,225832,485269,UR/X/F,Y,16
1796,"University Institute of Technology Barkatullah University, Bhopal
(1997)",S.F.I.,N,IT,,123433,165686,UR/X/OP,AI,6
1797,"University Institute of Technology Barkatullah University, Bhopal
(1997)",S.F.I.,N,IT,,198276,516863,UR/X/OP,Y,41
1798,"University Institute of Technology Barkatullah University, Bhopal
(1997)",S.F.I.,N,MECH,,651259,1456214,EWS,Y,5
1799,"University Institute of Technology Barkatullah University, Bhopal
(1997)",S.F.I.,N,MECH,,603192,1293657,UR/X/F,Y,5
1800,"University Institute of Technology Barkatullah University, Bhopal
(1997)",S.F.I.,N,MECH,,198253,227852,UR/X/OP,AI,3
1801,"University Institute of Technology Barkatullah University, Bhopal
(1997)",S.F.I.,N,MECH,,282601,1473291,UR/X/OP,Y,21
1802,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,N,AUTO,,443975,725043,EWS,Y,7
1803,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,Y,AUTO,,225771,422150,FW/OP,Y,3
1804,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,N,AUTO,,906812,1006741,OBC/X/F,Y,2
1805,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,N,AUTO,,764594,1460585,OBC/X/OP,Y,21
1806,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,N,AUTO,,1050234,1162051,SC/X/OP,Y,3
1807,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,N,AUTO,,1455695,1455695,ST/X/OP,Y,1
1808,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,N,AUTO,,488834,903956,UR/X/F,Y,8
1809,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,N,AUTO,,110193,157126,UR/X/OP,AI,3
1810,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,N,AUTO,,308073,756881,UR/X/OP,Y,30
1811,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,N,CE,,312329,406018,EWS,Y,7
1812,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,Y,CE,,205800,284428,FW/OP,Y,3
1813,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,N,CE,,494803,496647,OBC/X/F,Y,2
1814,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,N,CE,,428390,478503,OBC/X/OP,Y,8
1815,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,N,CE,,793057,918272,SC/X/F,Y,3
1816,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,N,CE,,563039,1245992,SC/X/OP,Y,15
1817,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,N,CE,,856567,1379529,ST/X/F,Y,3
1818,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,N,CE,,753260,1382697,ST/X/OP,Y,5
1819,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,N,CE,,306885,433454,UR/X/F,Y,8
1820,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,N,CE,,119207,135207,UR/X/OP,AI,3
1821,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,N,CE,,138704,386299,UR/X/OP,Y,21
1822,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,N,CSE,,60323,108466,EWS,Y,15
1823,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,Y,CSE,,69988,88058,FW/OP,Y,6
1824,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,N,CSE,,285540,285540,JKM,N,1
1825,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,N,CSE,,843993,843993,OBC/D/OP,Y,1
1826,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,N,CSE,,120102,130845,OBC/X/F,Y,4
1827,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,N,CSE,,107402,120447,OBC/X/OP,Y,15
1828,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,N,CSE,,1408842,1408842,SC/D/OP,Y,1
1829,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,N,CSE,,270059,309739,SC/X/F,Y,4
1830,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,N,CSE,,219528,355473,SC/X/OP,Y,18
1831,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,N,CSE,,528143,798046,ST/X/F,Y,6
1832,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,N,CSE,,426158,906063,ST/X/OP,Y,23
1833,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,N,CSE,,73787,119715,UR/X/F,Y,16
1834,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,N,CSE,,66468,72234,UR/X/OP,AI,6
1835,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,N,CSE,,44596,107262,UR/X/OP,Y,41
1836,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,N,EC,,108711,189800,EWS,Y,15
1837,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,Y,EC,,113470,149458,FW/OP,Y,6
1838,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,N,EC,,225515,236471,OBC/X/F,Y,3
1839,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,N,EC,,197328,233437,OBC/X/OP,Y,17
1840,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,N,EC,,526300,636545,SC/X/F,Y,4
1841,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,N,EC,,413899,927022,SC/X/OP,Y,46
1842,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,N,EC,,562265,562265,ST/X/F,Y,1
1843,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,N,EC,,1146088,1146088,ST/X/OP,Y,1
1844,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,N,EC,,121151,220270,UR/X/F,Y,16
1845,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,N,EC,,74961,91463,UR/X/OP,AI,6
1846,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,N,EC,,85996,195081,UR/X/OP,Y,41
1847,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,N,ELECT ELEX,,173875,206494,EWS,Y,7
1848,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,Y,ELECT ELEX,,146559,173388,FW/OP,Y,3
1849,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,N,ELECT ELEX,,284242,302842,OBC/X/F,Y,2
1850,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,N,ELECT ELEX,,244389,266216,OBC/X/OP,Y,8
1851,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,N,ELECT ELEX,,533745,888817,SC/X/F,Y,3
1852,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,N,ELECT ELEX,,412090,1142221,SC/X/OP,Y,22
1853,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,N,ELECT ELEX,,1258915,1258915,ST/X/OP,Y,1
1854,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,N,ELECT ELEX,,217127,283382,UR/X/F,Y,9
1855,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,N,ELECT ELEX,,85090,98606,UR/X/OP,AI,3
1856,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,N,ELECT ELEX,,122358,244348,UR/X/OP,Y,20
1857,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,N,IT,,110875,121430,EWS,Y,7
1858,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,Y,IT,,110818,113387,FW/OP,Y,3
1859,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,N,IT,,150731,153927,OBC/X/F,Y,3
1860,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,N,IT,,129333,133596,OBC/X/OP,Y,7
1861,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,N,IT,,364853,424001,SC/X/F,Y,3
1862,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,N,IT,,363352,516900,SC/X/OP,Y,18
1863,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,N,IT,,1282154,1282154,ST/X/F,Y,1
1864,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,N,IT,,844540,1218082,ST/X/OP,Y,4
1865,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,N,IT,,128710,144436,UR/X/F,Y,9
1866,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,N,IT,,77208,83953,UR/X/OP,AI,3
1867,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,N,IT,,110556,128537,UR/X/OP,Y,20
1868,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,N,MECH,,114235,316484,EWS,Y,7
1869,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,Y,MECH,,252072,271215,FW/OP,Y,3
1870,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,N,MECH,,426062,554086,OBC/X/F,Y,2
1871,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,N,MECH,,342611,439698,OBC/X/OP,Y,20
1872,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,N,MECH,,1141969,1286109,SC/X/F,Y,3
1873,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,N,MECH,,611723,1408899,SC/X/OP,Y,10
1874,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,N,MECH,,1037527,1037527,ST/X/OP,Y,1
1875,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,N,MECH,,210839,410247,UR/X/F,Y,9
1876,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,N,MECH,,116343,123655,UR/X/OP,AI,3
1877,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,N,MECH,,184719,340752,UR/X/OP,Y,20
1878,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,N,PCT,,434161,913961,EWS,Y,7
1879,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,N,PCT,,347815,1022192,UR/X/F,Y,9
1880,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,N,PCT,,171161,185737,UR/X/OP,AI,3
1881,"University Institute of Technology RGPV, Bhopal (1986)",S.F.I.,N,PCT,,284493,1445038,UR/X/OP,Y,38
1882,"UNIVERSITY INSTITUTE OF TECHNOLOGY RGPV, SHIVPURI (2020)",S.F.I.,N,CE,,972429,972429,EWS,Y,1
1883,"UNIVERSITY INSTITUTE OF TECHNOLOGY RGPV, SHIVPURI (2020)",S.F.I.,N,CE,,764481,1063325,UR/X/F,Y,2
1884,"UNIVERSITY INSTITUTE OF TECHNOLOGY RGPV, SHIVPURI (2020)",S.F.I.,N,CE,,203458,310303,UR/X/OP,AI,3
1885,"UNIVERSITY INSTITUTE OF TECHNOLOGY RGPV, SHIVPURI (2020)",S.F.I.,N,CE,,796225,1313493,UR/X/OP,Y,12
1886,"UNIVERSITY INSTITUTE OF TECHNOLOGY RGPV, SHIVPURI (2020)",S.F.I.,N,CSE,,350424,621948,EWS,Y,7
1887,"UNIVERSITY INSTITUTE OF TECHNOLOGY RGPV, SHIVPURI (2020)",S.F.I.,Y,CSE,,168736,281908,FW/OP,Y,3
1888,"UNIVERSITY INSTITUTE OF TECHNOLOGY RGPV, SHIVPURI (2020)",S.F.I.,N,CSE,,594207,594207,JKR,N,1
